"grav";"catv";"sexe";"an_nais";"trajet";"voiture";"PL";"moto";"jour";"mois";"lum";"dep";"com";"agg";"casque";"gilet"
4;1;1;1959;5;0;0;0;3;9;1;"79";"79329";2;1;0
3;1;2;1984;1;1;0;0;24;1;1;"41";"41018";2;1;1
3;1;1;1955;5;1;0;0;8;4;1;"64";"64100";2;1;0
4;1;1;1988;0;1;0;0;24;1;3;"37";"37261";2;0;0
3;1;1;1991;5;1;0;0;14;4;1;"07";"07010";2;1;0
4;1;1;1985;1;1;0;0;24;1;1;"35";"35238";2;0;0
4;1;1;2002;0;1;0;0;23;1;3;"29";"29019";2;1;0
4;1;1;1952;5;1;0;0;3;9;1;"63";"63113";2;0;0
4;1;1;1957;0;1;0;0;23;1;1;"10";"10081";2;0;0
3;1;2;1977;5;1;0;0;13;4;1;"68";"68296";2;1;0
4;1;1;1937;5;0;0;0;24;1;3;"75";"75117";2;0;0
4;1;1;2005;0;1;0;0;2;9;1;"54";"54526";2;1;0
4;1;2;1962;5;1;0;0;24;1;1;"75";"75115";2;0;0
3;1;1;1953;5;1;0;0;14;4;1;"85";"85019";2;1;1
4;1;2;1997;9;1;0;0;24;1;1;"75";"75111";2;1;0
4;1;2;1989;5;1;0;0;24;1;1;"75";"75111";2;0;0
4;1;1;1995;2;0;0;0;24;1;1;"75";"75108";2;0;0
4;1;2;1999;9;0;1;0;24;1;1;"75";"75108";2;0;0
4;1;1;1984;9;1;0;0;24;1;3;"75";"75107";2;1;0
4;1;1;1971;1;1;0;0;3;9;2;"37";"37195";2;0;0
4;1;1;1952;3;1;0;0;24;7;1;"86";"86194";2;0;0
4;1;1;2001;0;1;0;0;2;9;1;"10";"10362";2;0;0
3;1;2;1946;5;1;0;0;23;5;1;"33";"33229";2;0;0
3;1;2;2005;5;0;0;0;22;7;1;"61";"61006";2;0;0
2;1;1;1955;5;1;0;0;24;1;1;"26";"26108";1;1;0
4;1;1;1996;5;0;0;0;3;9;1;"75";"75110";2;0;0
2;1;1;1951;5;1;0;0;25;1;1;"07";"07343";1;1;0
4;1;1;2009;5;0;0;1;3;9;1;"75";"75108";2;0;0
4;1;1;1987;1;1;0;0;3;9;1;"75";"75108";2;0;0
4;1;1;1970;0;1;0;0;3;9;1;"93";"93014";2;1;0
3;1;1;1949;5;1;0;0;24;1;1;"85";"85161";1;1;0
3;1;1;1964;5;1;0;0;2;9;1;"974";"97415";2;0;0
4;80;2;2007;5;0;0;0;22;5;1;"88";"88160";2;0;0
4;80;1;1982;0;1;0;0;22;5;1;"84";"84007";2;0;0
4;1;1;1953;0;1;0;0;21;5;1;"84";"84007";2;0;0
3;1;2;1977;1;1;0;0;16;5;1;"77";"77251";1;1;0
3;1;1;2001;5;1;0;0;24;1;3;"69";"69387";2;0;0
4;1;2;1976;5;1;0;0;26;7;3;"75";"75110";2;0;0
4;1;1;2006;5;1;0;0;21;5;1;"54";"54547";2;0;0
4;1;1;1992;5;0;0;0;22;5;1;"45";"45075";2;1;0
3;1;1;1949;5;0;0;0;4;9;1;"05";"05084";1;1;0
3;1;2;1997;0;1;0;0;3;9;1;"37";"37214";1;1;0
4;1;2;1945;3;1;0;0;22;5;1;"37";"37122";2;0;0
3;1;1;1967;0;0;0;1;22;1;1;"84";"84007";2;0;0
4;1;1;2012;2;0;0;0;23;1;1;"83";"83069";2;0;0
4;80;1;1998;1;1;0;0;22;5;1;"33";"33522";2;0;0
3;1;1;1963;0;1;0;0;25;7;1;"51";"51649";2;0;0
2;1;1;1951;0;1;0;0;4;9;1;"13";"13089";1;1;0
2;1;1;1960;5;0;0;0;2;9;1;"73";"73123";1;1;0
3;1;1;1964;0;1;0;0;19;5;1;"12";"12176";1;1;1
4;80;1;1968;9;1;0;0;22;5;2;"75";"75120";2;0;0
4;1;1;1991;9;1;0;0;22;5;1;"75";"75109";2;0;0
4;1;1;1963;4;0;0;0;22;5;1;"94";"94016";2;1;0
2;80;1;1957;5;1;0;0;28;7;1;"42";"42081";2;1;0
3;80;1;1962;5;1;0;0;28;7;1;"42";"42081";2;1;0
3;1;1;1979;0;0;0;0;28;7;1;"38";"38126";1;0;0
4;1;1;2001;0;0;0;0;22;5;3;"92";"92020";2;0;0
3;1;1;2004;0;0;0;0;22;5;1;"92";"92048";2;0;0
3;80;1;1959;5;0;0;0;19;5;1;"47";"47278";1;1;0
4;1;1;2005;5;1;0;0;27;7;1;"971";"97112";1;1;0
4;1;2;2000;1;1;0;0;23;5;1;"68";"68332";2;1;0
4;1;1;1947;5;0;0;1;28;7;1;"30";"30130";1;0;0
3;1;1;1970;5;1;0;0;27;7;1;"70";"70205";2;1;0
3;1;1;1952;5;1;0;0;21;5;1;"24";"24563";1;1;0
4;80;1;1969;5;1;0;0;22;5;1;"27";"27165";2;0;0
4;1;1;1999;9;1;0;0;26;7;3;"973";"97302";2;0;1
4;1;1;1984;0;1;0;0;21;5;1;"69";"69387";2;1;0
4;1;2;1993;0;1;0;0;21;5;1;"69";"69383";2;0;0
4;1;2;1971;1;0;0;0;21;5;1;"69";"69386";2;1;0
4;1;1;1962;0;1;0;0;25;7;1;"80";"80021";2;0;0
4;1;1;1966;0;1;0;0;25;7;1;"72";"72181";2;1;0
4;1;1;1970;9;1;0;0;21;5;1;"64";"64024";2;0;0
4;1;1;1972;5;1;0;0;20;5;1;"62";"62126";2;0;0
3;1;2;1949;5;1;0;0;26;7;1;"68";"68066";2;0;0
4;1;1;1964;0;1;0;0;20;5;1;"60";"60175";2;0;0
3;1;1;2004;0;1;0;0;26;7;3;"54";"54482";2;1;0
4;1;1;1988;9;1;0;0;7;10;1;"75";"75111";2;0;0
4;1;1;1967;0;1;0;0;8;10;1;"94";"94076";2;0;0
4;1;1;1978;5;1;0;0;8;10;3;"92";"92050";2;1;0
4;80;2;1991;1;0;0;0;7;10;1;"92";"92020";2;1;1
3;1;1;1969;5;1;0;0;8;10;1;"81";"81002";1;1;0
3;1;1;1939;5;1;0;0;8;10;1;"47";"47252";2;0;0
3;1;1;1980;9;1;0;0;6;10;2;"38";"38422";2;0;0
3;80;1;2009;5;1;0;0;8;10;1;"26";"26063";2;0;0
4;1;2;1997;5;0;0;0;8;10;1;"69";"69140";2;1;0
4;1;1;1994;5;1;0;0;8;10;1;"69";"69052";2;0;0
3;1;1;1988;5;1;0;0;9;10;1;"14";"14762";2;0;0
2;1;1;1967;0;0;0;0;5;10;2;"44";"44131";2;0;0
4;1;1;1965;5;0;0;0;26;6;1;"29";"29150";2;1;0
2;1;1;1990;0;1;0;0;5;10;3;"971";"97101";1;1;0
4;80;1;1997;2;1;0;0;4;10;1;"87";"87085";2;0;0
4;1;1;1984;5;1;0;0;6;10;1;"54";"54395";2;0;0
4;1;1;1937;0;1;0;0;6;10;1;"54";"54578";2;0;0
4;1;2;1981;1;1;0;0;7;10;2;"22";"22278";2;1;1
4;1;1;1998;1;1;0;0;7;10;1;"75";"75115";2;0;0
4;80;2;1976;1;1;0;0;7;10;1;"75";"75108";2;0;0
4;1;2;1983;0;1;0;0;7;10;3;"94";"94003";2;1;0
3;1;2;1950;3;1;0;0;25;6;1;"81";"81060";2;0;0
3;1;1;2011;0;1;0;0;25;6;1;"78";"78383";2;0;0
3;1;1;1959;0;1;0;0;23;6;1;"76";"76351";2;0;0
4;1;1;1987;5;1;0;0;24;6;1;"74";"74281";1;0;0
4;1;2;2014;5;1;0;0;24;6;1;"67";"67482";2;0;0
3;1;1;1982;5;0;0;0;26;6;3;"64";"64445";2;0;0
4;80;1;1962;5;1;0;0;25;6;1;"63";"63113";2;1;0
3;1;1;1949;3;0;0;0;25;6;1;"51";"51108";2;1;0
4;1;2;2001;5;1;0;0;25;6;1;"33";"33281";2;0;0
4;1;1;2000;4;1;0;0;25;6;1;"25";"25056";2;0;0
4;1;1;1997;0;1;0;0;13;11;1;"30";"30351";2;0;0
3;1;1;1936;5;0;1;0;25;6;1;"01";"01289";1;1;0
4;1;1;1995;0;0;1;0;13;11;1;"69";"69256";2;0;0
4;1;1;1964;1;0;0;0;25;6;1;"75";"75114";2;0;0
4;80;2;1994;1;0;0;0;25;6;1;"75";"75110";2;0;0
4;80;1;1989;5;0;0;0;25;6;1;"75";"75110";2;0;0
4;1;1;1961;1;1;0;0;25;6;1;"75";"75101";2;1;0
4;1;1;1993;4;1;0;0;13;11;1;"57";"57463";2;0;0
3;1;1;2001;0;0;0;0;12;11;2;"28";"28085";2;0;0
4;1;1;1969;5;1;0;0;25;6;1;"60";"60539";2;1;0
4;1;1;2001;9;1;0;0;13;11;3;"75";"75119";2;0;0
4;1;2;2001;1;1;0;0;13;11;1;"75";"75117";2;0;0
4;1;1;1969;1;1;0;0;13;11;1;"75";"75111";2;0;0
4;1;2;1963;1;1;0;0;26;6;1;"30";"30034";2;1;0
4;1;1;1944;5;0;0;0;26;6;1;"22";"22251";2;1;0
4;1;1;2013;5;0;0;0;13;11;1;"92";"92050";2;0;0
3;1;1;1952;5;1;0;0;25;6;1;"64";"64160";2;1;0
4;80;2;1982;1;1;0;0;12;11;1;"44";"44071";2;1;0
2;80;2;1952;5;1;0;0;13;11;1;"82";"82125";1;1;1
3;1;1;1970;5;0;0;0;22;6;1;"04";"04156";1;1;0
3;80;2;1998;5;0;0;1;25;6;1;"69";"69116";1;1;0
3;1;1;1952;5;1;0;0;11;11;1;"27";"27017";1;1;0
4;1;1;1959;5;0;0;0;14;11;1;"50";"50298";1;1;0
4;1;1;2005;1;1;0;0;12;4;1;"972";"97213";1;0;0
4;1;2;1987;0;1;0;0;17;6;2;"44";"44109";2;0;0
3;1;2;1993;5;1;0;0;25;6;1;"988";"98818";2;0;0
3;1;1;2001;5;0;0;0;2;9;1;"74";"74299";2;0;0
3;1;2;1984;3;1;0;0;31;8;1;"74";"74112";2;1;0
3;80;2;1976;5;0;0;0;14;7;1;"74";"74005";1;0;0
3;1;1;2008;2;0;0;1;8;11;1;"85";"85194";2;0;0
4;1;1;1962;1;1;0;0;6;3;1;"61";"61001";2;1;0
4;1;2;1967;5;0;0;0;11;11;1;"64";"64132";2;1;0
4;1;1;1953;5;0;0;0;6;3;1;"45";"45068";2;1;0
4;1;1;1976;1;1;0;0;12;11;2;"59";"59368";2;1;1
4;1;1;2001;5;1;0;0;6;3;3;"37";"37261";2;0;0
4;80;2;2011;2;1;0;0;12;11;1;"44";"44184";2;0;0
4;1;2;1971;0;1;0;0;6;3;1;"33";"33063";2;0;0
4;1;1;2007;5;1;0;0;5;3;1;"29";"29039";2;1;0
4;1;1;1989;0;0;0;0;6;3;1;"27";"27681";2;0;0
4;1;1;1997;1;1;0;0;6;3;1;"75";"75113";2;1;0
4;80;1;1983;4;0;0;0;6;3;1;"75";"75109";2;0;0
4;80;2;1965;1;1;0;0;6;3;1;"75";"75101";2;0;0
4;1;2;1991;1;0;0;0;17;12;3;"87";"87085";2;0;0
4;1;1;1957;0;1;0;0;18;12;1;"85";"85191";2;1;1
4;80;2;1982;0;1;0;0;7;3;1;"78";"78356";2;0;0
4;1;1;1992;5;1;0;0;18;12;3;"66";"66136";2;0;0
4;1;2;1966;0;1;0;0;2;2;1;"44";"44109";2;0;0
4;1;2;1991;1;1;0;0;5;3;1;"973";"97302";2;0;1
4;1;1;1970;0;1;0;0;18;12;3;"58";"58194";2;0;1
4;1;1;1993;0;1;0;0;16;12;3;"51";"51454";2;1;0
4;1;1;1965;1;1;0;0;4;3;1;"86";"86194";2;1;0
3;1;2;1984;5;1;0;0;3;3;1;"86";"86194";2;1;0
3;1;1;1963;-1;1;0;0;17;12;1;"47";"47031";2;0;0
4;80;2;1957;0;1;0;0;17;12;1;"45";"45147";2;1;0
4;1;1;1997;0;1;0;0;12;4;3;"69";"69386";2;0;0
4;1;2;1954;0;1;0;0;12;4;1;"69";"69387";1;1;0
4;1;1;1976;0;1;0;0;4;3;1;"72";"72181";2;0;0
4;1;1;1984;0;0;0;1;18;12;3;"31";"31555";2;1;0
4;1;2;1952;5;1;0;0;23;1;1;"64";"64445";2;0;0
4;1;1;2005;0;1;0;0;18;12;3;"25";"25056";2;0;0
4;1;1;2002;4;1;0;0;12;4;1;"73";"73065";2;0;0
4;1;2;1991;1;1;0;0;12;4;1;"69";"69266";2;1;0
4;1;1;1991;1;1;0;0;23;1;3;"35";"35238";2;0;0
4;1;1;2011;2;1;0;0;18;12;3;"10";"10325";2;0;0
3;1;1;2006;5;1;0;0;12;4;1;"62";"62774";2;0;0
4;1;1;1973;4;1;0;0;12;4;1;"59";"59328";2;0;0
4;1;2;1975;9;0;0;0;18;12;2;"75";"75116";2;0;0
4;1;1;2005;5;1;0;0;12;4;3;"51";"51454";2;0;0
4;80;1;1994;4;1;0;0;12;4;3;"38";"38185";2;0;0
4;1;2;1976;1;0;0;1;5;3;1;"75";"75119";2;1;0
4;1;1;2003;5;0;0;0;13;4;3;"35";"35238";2;0;0
4;1;1;1967;1;1;0;0;12;4;1;"33";"33069";2;1;1
3;1;2;1974;0;1;0;0;5;3;1;"75";"75108";2;0;0
4;1;2;1993;0;0;0;0;18;12;3;"93";"93055";2;0;0
2;1;1;1969;0;0;0;0;12;4;1;"33";"33529";2;1;0
4;1;1;1993;9;0;0;1;23;1;3;"75";"75118";2;0;0
4;1;1;1966;1;0;0;1;18;12;2;"92";"92020";2;1;0
2;1;1;1972;0;1;0;0;12;4;1;"13";"13209";1;1;0
4;1;1;1977;0;0;0;1;12;4;1;"06";"06069";2;0;0
4;1;1;1966;0;0;1;0;23;1;1;"92";"92063";2;1;0
3;1;2;1989;0;1;0;0;23;1;1;"92";"92048";2;1;0
2;1;1;1957;5;0;0;0;24;1;1;"86";"86028";1;1;0
4;80;2;1957;5;1;0;0;24;1;1;"65";"65025";2;1;0
4;1;1;1977;2;1;0;0;23;1;1;"65";"65025";2;0;0
4;1;1;1987;4;0;0;0;12;4;1;"75";"75102";2;0;0
4;1;2;1987;1;1;0;0;12;4;1;"94";"94016";2;0;0
4;1;1;1984;0;0;0;0;12;4;2;"92";"92062";2;1;0
4;1;1;2008;0;1;0;0;20;5;1;"51";"51172";2;0;0
4;1;1;1997;0;1;0;0;15;8;1;"44";"44109";2;0;0
4;80;2;1969;0;1;0;0;14;8;1;"44";"44143";2;0;0
4;1;1;1966;1;1;0;0;21;5;2;"38";"38053";2;1;0
4;1;1;1986;0;1;0;0;11;8;1;"44";"44109";2;0;0
4;1;2;1960;0;0;0;0;10;8;1;"44";"44109";2;0;0
4;1;1;1963;0;1;0;0;21;5;1;"25";"25388";2;0;0
3;1;1;1980;5;1;0;0;12;4;1;"76";"76711";2;0;0
4;1;1;1983;0;1;0;0;30;7;2;"44";"44162";2;0;0
4;1;1;2008;5;1;0;0;12;4;1;"22";"22377";2;1;0
4;1;1;1994;0;1;0;0;30;7;3;"44";"44109";2;0;0
2;1;1;1977;9;1;0;0;13;4;1;"31";"31027";1;1;0
4;1;1;1975;9;0;0;1;21;5;1;"75";"75117";2;0;0
4;1;1;2006;5;1;0;0;2;9;1;"91";"91477";2;1;0
4;1;1;1970;9;1;0;0;21;5;1;"75";"75116";2;1;0
3;1;2;1993;1;1;0;0;22;1;1;"85";"85191";2;1;0
4;1;1;1967;5;1;0;0;31;8;1;"87";"87085";2;1;0
2;1;1;1973;5;1;0;0;1;9;1;"84";"84007";2;0;0
4;1;1;1949;5;0;0;1;24;7;1;"50";"50129";2;1;1
4;1;1;1994;1;0;0;0;21;5;1;"75";"75110";2;0;0
4;1;2;1986;1;0;0;0;21;5;1;"75";"75110";2;1;0
4;1;1;1992;0;1;0;0;27;7;3;"33";"33063";2;1;1
3;1;1;1950;0;0;0;0;29;8;1;"76";"76351";2;1;0
4;1;2;1987;9;0;0;0;21;5;1;"94";"94003";2;0;0
4;1;1;1959;5;1;0;0;26;7;1;"31";"31555";2;1;0
3;1;1;1972;5;1;0;0;12;4;1;"04";"04094";1;1;0
4;1;1;2006;0;1;0;0;20;1;3;"76";"76351";2;1;0
4;1;1;1948;5;0;0;0;26;7;1;"17";"17380";1;1;0
4;1;2;1981;5;0;0;0;26;7;1;"17";"17380";1;1;0
2;1;1;1966;5;0;0;0;10;4;1;"91";"91679";1;1;0
3;80;1;2010;9;1;0;0;2;9;1;"64";"64024";2;1;0
4;1;2;1980;0;1;0;0;21;1;1;"67";"67218";2;0;0
4;1;1;1972;0;1;0;0;2;9;1;"63";"63113";2;1;0
3;1;1;1972;5;1;0;0;13;4;1;"30";"30330";1;1;0
4;80;1;1966;1;1;0;0;2;9;1;"59";"59009";2;0;0
3;1;1;2008;5;0;0;0;13;4;1;"63";"63470";1;1;0
4;1;1;2006;0;1;0;0;19;1;1;"49";"49007";2;0;0
3;1;1;1938;5;1;0;0;26;7;1;"06";"06123";2;1;0
4;1;1;1943;5;0;0;0;1;9;1;"37";"37261";2;1;0
4;1;1;1980;1;0;0;0;22;1;3;"29";"29232";2;1;0
2;1;1;1956;5;1;0;0;22;5;1;"35";"35010";2;1;0
4;1;2;1963;9;0;0;0;26;7;1;"75";"75120";2;1;0
4;80;1;1996;5;0;0;0;26;7;1;"75";"75110";2;0;0
4;1;1;2006;5;1;0;0;2;9;1;"75";"75115";2;0;0
2;1;1;1954;5;1;0;0;21;5;2;"71";"71176";1;0;0
4;80;1;1979;5;1;0;0;2;9;1;"75";"75110";2;0;0
4;1;1;1995;5;0;0;0;22;1;3;"75";"75115";2;1;0
4;80;1;1988;1;0;0;1;26;7;1;"92";"92063";2;0;0
4;80;1;1987;3;1;0;0;2;9;1;"92";"92064";2;0;0
4;1;1;2002;9;0;0;0;2;9;1;"92";"92050";2;0;0
4;1;1;1994;0;1;0;0;2;9;1;"92";"92040";2;1;0
3;1;1;1954;5;1;0;0;5;2;1;"50";"50454";1;1;1
4;1;1;2010;5;1;0;0;2;9;1;"51";"51530";2;0;0
4;80;1;1954;9;0;0;0;31;8;1;"19";"19019";2;1;0
3;1;1;2000;0;1;0;0;20;5;1;"78";"78190";2;0;0
3;1;1;2001;5;1;0;0;2;9;1;"63";"63236";1;1;0
4;1;2;1974;5;1;0;0;2;9;1;"03";"03106";1;1;0
3;80;1;1961;5;0;0;0;2;9;1;"15";"15265";2;1;0
4;1;1;1970;5;1;0;0;20;5;1;"13";"13210";2;1;0
4;80;1;1994;5;0;0;0;20;5;1;"75";"75108";2;1;0
4;1;1;1958;5;0;0;0;27;7;1;"66";"66008";1;0;0
3;1;1;1983;5;1;0;0;2;9;2;"30";"30294";1;1;0
4;1;1;1969;5;1;0;0;27;7;1;"38";"38565";2;1;0
2;1;1;1954;0;0;0;0;20;5;1;"68";"68162";2;0;0
4;1;2;1955;5;0;0;0;21;5;1;"51";"51607";2;0;0
2;1;2;1952;5;0;0;0;21;5;1;"51";"51607";2;0;0
4;1;1;1999;0;1;0;0;25;7;1;"69";"69388";2;0;0
3;1;1;2000;4;1;0;0;24;1;1;"84";"84003";2;1;0
3;1;1;1946;5;1;0;0;25;7;1;"69";"69385";2;1;0
3;1;1;1972;5;1;0;0;19;5;1;"83";"83042";2;1;0
3;1;1;1974;5;1;0;0;1;9;3;"62";"62498";2;0;0
4;1;1;2008;5;0;1;0;31;8;1;"56";"56260";2;0;0
4;1;1;2008;5;0;0;0;25;7;1;"71";"71499";2;0;0
4;80;1;1975;4;1;0;0;25;7;1;"67";"67482";2;0;0
4;1;2;2003;0;0;0;0;24;7;1;"59";"59009";2;1;0
4;80;1;2004;0;1;0;0;25;7;1;"56";"56260";2;0;0
4;1;1;1995;0;1;0;0;24;7;1;"54";"54395";2;0;0
4;1;1;1941;5;1;0;0;25;7;1;"42";"42207";2;1;0
4;1;1;1984;4;0;0;0;7;10;1;"92";"92022";2;1;0
4;1;2;1960;0;1;0;0;7;10;3;"92";"92049";2;0;0
4;1;1;1992;0;0;0;1;25;7;1;"33";"33318";2;0;0
4;1;1;2012;2;1;0;0;7;10;1;"92";"92026";2;0;0
4;1;1;1980;5;1;0;0;25;7;1;"33";"33529";2;0;0
3;1;1;1987;5;0;1;0;25;7;1;"31";"31555";2;0;0
3;1;2;1978;5;0;0;1;24;7;1;"31";"31555";2;0;0
3;1;2;1971;0;0;0;0;7;10;1;"80";"80006";1;1;0
4;1;2;1953;5;1;0;0;7;10;1;"01";"01266";2;0;0
3;80;1;1955;5;1;0;0;3;10;1;"14";"14177";2;1;0
3;1;1;2013;2;1;0;0;7;10;1;"21";"21295";2;0;0
3;1;1;1984;5;1;0;0;7;10;1;"69";"69068";2;1;0
4;1;1;1986;1;1;0;0;16;5;1;"93";"93070";2;0;0
4;1;1;1996;5;1;0;0;5;10;1;"78";"78224";2;1;0
4;80;1;1975;0;1;0;0;6;10;3;"45";"45147";2;0;0
4;1;2;1993;5;1;0;0;6;10;3;"75";"75119";2;0;0
4;1;2;2008;9;0;0;1;5;10;3;"75";"75118";2;0;0
4;1;1;1971;9;1;0;0;5;10;1;"75";"75116";2;1;0
4;1;2;2000;5;1;0;0;6;10;3;"75";"75109";2;0;0
4;1;2;2000;5;1;0;0;6;10;3;"75";"75109";2;0;0
4;1;1;2001;5;0;0;0;6;10;1;"92";"92048";1;1;0
3;1;1;1974;5;1;0;0;5;10;1;"17";"17010";1;1;0
3;1;1;1969;5;1;0;0;27;9;1;"62";"62763";2;1;0
2;1;1;1963;5;1;0;0;5;10;1;"02";"02713";1;1;0
4;1;2;2009;2;0;0;0;24;6;1;"87";"87085";2;0;0
2;1;1;1966;5;0;0;0;24;6;3;"86";"86066";2;0;0
4;1;1;1970;0;0;0;1;23;6;1;"80";"80256";1;1;0
4;1;1;1961;5;1;0;0;21;6;1;"76";"76552";2;1;0
4;1;1;1985;0;1;0;0;22;6;1;"67";"67267";2;0;0
4;1;1;2005;5;0;1;0;24;6;1;"35";"35238";2;0;0
3;80;2;1964;5;0;0;0;20;6;1;"22";"22113";2;0;0
4;1;1;1992;5;1;0;0;23;6;1;"06";"06027";2;1;0
4;80;1;1981;9;1;0;0;24;6;1;"75";"75106";2;0;0
4;1;2;1997;1;0;0;0;24;6;1;"75";"75115";2;0;0
4;80;1;2002;4;1;0;0;23;6;1;"75";"75114";2;0;0
4;1;1;1976;5;1;0;0;23;6;1;"92";"92050";2;1;0
4;1;2;1991;0;1;0;0;18;6;1;"92";"92036";2;0;0
3;1;1;1946;5;0;0;0;24;6;1;"92";"92035";2;0;0
4;1;2;1999;1;0;0;0;12;11;1;"35";"35238";2;1;0
3;1;2;1957;5;0;0;0;24;6;1;"37";"37271";2;0;0
3;1;1;1996;5;0;1;0;25;6;1;"974";"97404";2;1;0
3;1;1;1971;5;0;0;0;23;6;1;"54";"54138";1;1;0
3;80;1;1987;0;0;0;0;25;6;1;"06";"06079";2;0;0
4;1;2;1998;5;1;0;0;20;6;1;"45";"45341";1;1;0
3;1;1;1998;5;1;0;0;24;6;1;"07";"07237";1;1;0
3;1;1;1988;0;1;0;0;12;11;2;"94";"94065";1;0;0
3;1;1;1936;5;1;0;0;23;6;1;"83";"83071";1;1;0
4;1;2;1965;1;0;0;0;12;11;1;"92";"92019";2;1;0
4;1;2;1957;5;1;0;0;12;11;1;"92";"92004";2;1;0
2;1;1;1992;0;1;0;0;6;2;2;"974";"97415";2;0;0
4;1;1;1971;0;0;0;0;11;11;3;"50";"50215";2;0;0
4;80;2;2009;5;1;0;0;13;11;1;"973";"97304";2;0;0
4;1;1;1996;5;0;0;0;23;6;1;"78";"78190";2;0;0
4;1;1;1994;5;1;0;0;23;6;1;"78";"78299";2;0;0
4;1;2;1987;0;0;0;0;12;5;1;"73";"73065";1;0;0
4;1;1;2003;5;1;0;0;18;6;2;"62";"62119";2;0;0
4;1;2;1956;5;1;0;0;23;6;1;"49";"49328";2;0;0
4;1;1;1980;0;1;0;0;11;11;2;"69";"69383";2;1;0
4;1;1;2010;0;1;0;0;23;6;1;"31";"31555";2;0;0
4;1;1;2003;5;0;0;0;22;6;2;"27";"27554";1;0;0
4;1;1;1999;5;1;0;0;21;6;3;"27";"27681";2;0;0
3;80;1;1972;3;0;0;0;11;11;1;"33";"33069";2;1;0
4;1;1;2005;0;1;0;0;11;11;3;"29";"29232";2;0;0
4;1;1;1978;5;1;0;0;11;11;1;"75";"75106";2;0;0
4;1;1;1988;5;0;0;1;11;11;3;"75";"75115";2;0;0
4;1;2;1987;5;1;0;0;11;11;3;"75";"75110";2;1;0
3;1;1;1966;5;1;0;0;10;11;1;"79";"79355";2;1;0
4;80;1;1996;1;1;0;0;30;11;1;"63";"63284";2;0;0
4;1;1;1955;5;1;0;0;18;12;1;"01";"01275";1;1;0
4;1;2;2010;2;1;0;0;5;3;1;"93";"93051";2;0;0
3;80;1;1963;0;0;0;1;17;12;2;"78";"78073";1;1;0
4;80;1;1991;5;0;0;0;5;3;1;"92";"92020";2;0;0
3;1;2;1944;5;1;0;0;5;3;1;"35";"35239";2;0;0
4;1;2;2003;0;1;0;0;16;12;3;"69";"69387";2;0;0
4;1;1;1997;5;1;0;0;16;12;3;"95";"95203";2;1;0
3;1;1;1954;0;1;0;0;5;3;1;"85";"85128";2;1;0
4;80;2;1989;5;1;0;0;13;12;3;"87";"87085";2;0;0
4;1;1;1977;5;1;0;0;13;12;1;"87";"87085";2;0;0
4;1;1;1987;0;1;0;0;16;12;1;"84";"84007";2;0;0
4;1;1;1934;0;1;0;0;16;12;1;"84";"84007";2;0;0
4;1;2;1967;0;0;1;0;16;12;2;"74";"74012";2;1;0
3;1;2;1965;1;1;0;0;6;3;1;"42";"42094";2;0;0
4;1;2;1993;0;1;0;0;16;12;1;"64";"64445";2;1;0
4;1;1;2003;2;1;0;0;16;12;1;"56";"56260";1;1;1
4;1;1;1955;5;1;0;0;15;12;1;"56";"56121";2;1;0
4;1;1;1978;0;1;0;0;30;1;1;"44";"44109";2;0;0
4;1;1;1983;0;1;0;0;21;1;3;"44";"44109";2;0;0
4;1;1;1987;5;1;0;0;16;12;1;"33";"33522";2;0;0
4;1;1;1966;1;1;0;0;4;3;1;"95";"95063";2;1;0
4;1;2;1978;1;1;0;0;17;12;3;"75";"75113";2;1;0
4;1;1;1995;9;1;0;0;17;12;3;"75";"75113";2;0;0
4;1;1;2010;5;1;0;0;17;12;3;"94";"94003";2;1;0
4;1;1;1998;0;1;0;0;25;2;1;"71";"71076";2;0;0
4;1;1;2011;2;1;0;0;17;12;1;"93";"93051";2;1;0
3;1;1;1963;5;1;0;0;12;12;1;"35";"35120";1;0;0
2;1;1;1960;5;0;0;0;17;12;1;"16";"16316";1;1;0
3;1;1;2010;0;1;0;0;18;12;2;"42";"42313";1;0;0
4;80;1;1996;1;1;0;0;4;3;1;"75";"75105";2;0;0
4;1;1;2004;1;1;0;0;11;4;1;"88";"88160";2;0;0
4;1;2;1992;9;0;0;0;4;3;3;"75";"75115";2;1;0
4;1;1;1980;0;1;0;1;11;4;1;"83";"83137";2;0;0
4;1;1;1983;0;1;0;0;11;4;1;"83";"83137";2;0;0
4;1;2;1959;9;1;0;0;10;4;1;"80";"80021";2;0;0
4;1;1;1987;1;1;0;0;4;3;1;"94";"94076";2;0;0
4;1;2;1989;1;1;0;0;4;3;1;"93";"93070";2;1;1
4;1;2;2006;0;1;0;0;11;4;2;"74";"74010";2;0;0
4;1;1;1981;0;1;0;0;10;4;1;"69";"69264";2;0;0
4;1;1;1991;0;0;0;0;4;3;1;"92";"92048";2;1;0
3;1;1;2006;0;1;0;0;11;4;2;"59";"59378";2;0;0
4;1;1;2015;5;1;0;0;11;4;1;"54";"54431";2;0;0
3;80;1;1949;3;0;0;0;11;4;1;"54";"54431";2;1;0
4;1;2;1981;5;0;0;0;22;1;3;"75";"75101";2;0;0
4;1;1;1973;1;0;0;0;21;1;3;"75";"75104";2;0;0
4;1;2;2002;0;1;0;0;22;1;1;"94";"94073";2;1;0
