"grav";"catv";"sexe";"an_nais";"trajet";"voiture";"PL";"moto";"jour";"mois";"lum";"dep";"com";"agg";"casque";"gilet"
4;1;1;2005;5;0;0;1;5;8;2;"56";"56009";1;0;0
4;1;1;1984;9;1;0;0;31;12;2;"15";"15014";2;0;0
4;1;1;1958;5;0;0;1;30;12;1;"12";"12013";2;0;0
4;1;2;1986;9;1;0;0;30;12;1;"10";"10333";2;0;0
4;1;2;1967;1;1;0;0;30;12;3;"05";"05023";2;0;0
3;1;1;1968;9;1;0;0;28;12;3;"972";"97209";2;0;0
4;1;2;2009;5;0;0;0;2;6;1;"25";"25459";2;0;0
3;1;1;1982;5;1;0;0;3;6;1;"06";"06089";1;1;0
4;80;2;1969;1;0;0;0;3;6;1;"50";"50350";1;1;0
4;1;1;1962;5;1;0;0;30;5;1;"85";"85071";1;0;0
4;1;2;1963;0;0;0;0;4;4;1;"44";"44109";2;0;0
4;1;2;1991;-1;1;0;0;29;1;2;"84";"84031";2;0;0
4;1;1;1955;5;1;0;0;17;2;1;"62";"62139";1;1;0
3;1;1;1982;1;1;0;0;31;5;1;"69";"69383";2;0;0
4;1;1;1976;0;1;0;0;2;6;3;"84";"84007";2;1;0
4;1;1;1967;0;0;0;0;1;6;2;"78";"78440";2;0;0
4;1;1;2007;5;1;0;0;27;5;1;"54";"54431";2;1;0
4;1;2;2006;0;1;0;0;17;10;3;"44";"44184";2;0;0
4;1;2;1991;0;1;0;0;18;9;1;"37";"37261";2;0;0
4;1;2;1955;5;1;0;0;16;10;1;"37";"37233";2;1;0
4;1;1;1942;0;1;0;0;13;5;1;"34";"34108";2;1;0
4;1;1;1979;1;1;0;0;16;10;3;"37";"37233";2;0;0
4;1;1;1949;5;1;0;0;1;6;1;"01";"01053";2;1;0
4;1;1;2002;9;1;0;0;1;6;3;"75";"75115";2;0;0
4;1;1;1991;5;1;0;0;1;6;1;"75";"75112";2;0;0
4;1;1;1966;5;0;0;0;16;10;1;"75";"75119";2;0;0
4;80;2;1989;5;0;0;0;16;10;1;"75";"75119";2;1;0
4;1;2;1994;9;0;0;1;17;10;1;"75";"75111";2;0;0
3;1;1;2007;2;0;0;0;17;10;1;"75";"75107";2;0;0
4;1;1;1999;9;1;0;0;17;10;3;"75";"75101";2;0;0
4;1;1;2001;0;1;0;0;17;10;3;"92";"92044";2;0;0
4;1;2;2001;1;1;0;0;17;10;3;"92";"92024";2;0;0
4;1;1;1991;1;1;0;0;16;10;1;"56";"56010";2;1;1
2;1;1;1972;5;0;0;0;17;10;2;"66";"66149";1;0;0
4;1;1;1968;5;0;0;0;1;6;1;"29";"29255";1;1;0
3;1;1;2010;2;1;0;0;17;10;1;"93";"93048";2;0;0
4;1;2;1975;1;1;0;0;26;6;1;"38";"38421";2;0;0
2;1;1;2004;5;0;1;0;18;7;1;"74";"74276";1;1;0
3;1;1;2006;5;0;1;0;18;7;1;"74";"74276";1;1;0
3;1;1;1950;5;0;0;0;6;8;1;"74";"74280";1;1;0
3;80;1;1965;5;1;0;0;30;7;1;"74";"74311";2;0;0
4;1;1;1991;5;1;0;0;3;8;1;"74";"74026";1;1;0
3;1;1;2006;5;1;0;0;1;8;3;"74";"74275";2;1;0
4;80;2;1967;1;1;0;0;18;3;1;"07";"07078";2;1;1
3;1;1;1949;5;1;0;0;18;3;1;"73";"73179";2;0;0
3;1;1;1972;0;1;0;0;17;3;2;"60";"60282";1;0;1
4;1;1;1990;1;0;0;0;4;7;1;"37";"37233";2;1;0
4;80;1;1946;0;1;0;0;4;7;1;"34";"34003";2;0;0
3;1;1;1997;4;1;0;0;16;3;1;"65";"65440";2;1;0
3;1;2;1971;9;0;0;0;4;7;1;"22";"22113";2;1;0
3;80;2;1954;5;1;0;0;16;3;1;"59";"59598";2;0;0
4;1;2;1980;4;1;0;0;4;7;1;"75";"75117";2;0;0
4;1;2;1967;5;1;0;0;4;7;1;"75";"75116";2;0;0
4;1;1;1999;4;1;0;0;4;7;1;"75";"75114";2;0;0
4;1;1;1940;5;0;0;0;16;3;1;"75";"75117";2;0;0
4;1;2;1999;1;0;0;0;3;7;1;"75";"75114";2;1;0
4;80;1;1986;5;1;0;0;16;3;1;"75";"75117";2;1;0
3;80;2;1972;9;0;0;0;4;7;1;"75";"75112";2;0;0
4;1;1;1986;5;0;0;1;16;3;3;"75";"75112";2;0;0
4;80;2;2005;5;1;0;0;3;7;3;"75";"75107";2;0;0
4;80;2;1999;5;0;0;0;16;3;1;"75";"75107";2;0;0
4;1;1;1998;5;0;0;0;16;3;1;"75";"75107";2;0;0
4;1;1;2005;0;1;0;0;4;7;1;"93";"93070";2;0;0
2;1;1;2005;5;1;0;0;3;7;2;"12";"12140";1;0;0
2;1;1;2006;5;1;0;0;3;7;2;"12";"12140";1;0;0
4;1;2;1990;1;0;0;0;5;7;1;"95";"95487";2;0;0
3;1;1;1975;5;0;0;0;24;6;1;"84";"84069";1;1;0
3;1;1;1996;5;0;0;0;17;3;1;"01";"01304";2;1;0
3;1;1;1953;5;1;0;0;5;7;1;"974";"97410";1;1;0
2;1;1;1989;0;0;1;0;16;3;2;"34";"34157";1;0;0
2;1;1;1953;5;0;0;0;23;6;1;"39";"39392";1;1;0
4;1;1;1977;0;1;0;0;15;3;3;"69";"69383";2;0;0
4;1;1;1960;5;1;0;0;3;7;1;"06";"06084";2;1;0
3;1;1;1974;5;1;0;0;4;7;1;"13";"13100";2;1;0
3;80;1;1952;3;1;0;0;4;7;1;"13";"13100";2;0;0
3;1;1;1968;5;1;0;0;4;7;1;"26";"26271";1;0;0
3;1;1;1972;5;1;0;0;4;7;1;"59";"59387";1;1;0
4;1;1;1947;0;1;0;0;3;7;1;"91";"91421";2;0;0
4;1;2;1954;5;0;0;1;2;7;1;"84";"84007";2;0;0
4;1;1;1955;5;0;1;0;3;7;1;"64";"64348";2;1;0
4;1;1;2007;5;0;1;0;3;7;1;"62";"62400";1;0;0
3;1;1;1988;0;1;0;0;24;11;2;"31";"31555";2;1;0
4;1;1;2002;0;0;0;0;24;11;3;"75";"75113";2;0;0
4;1;2;1964;5;0;0;0;23;11;1;"75";"75108";2;0;0
4;1;1;1995;5;1;0;0;24;11;1;"35";"35227";1;1;0
3;80;1;1961;1;0;0;0;23;11;2;"43";"43079";1;1;1
3;1;1;1961;5;1;0;0;17;4;1;"18";"18279";1;1;0
4;1;1;1962;5;1;0;0;17;4;1;"18";"18279";1;1;0
3;1;1;1959;5;1;0;0;17;4;1;"18";"18279";1;1;0
3;1;1;1953;5;1;0;0;22;11;1;"17";"17338";1;1;0
4;1;1;1961;5;1;0;0;23;11;2;"57";"57073";2;0;0
4;1;1;1991;1;1;0;0;23;4;1;"75";"75113";2;0;0
4;1;1;1948;3;1;0;0;2;8;1;"84";"84089";2;1;0
4;1;1;1976;1;1;0;0;12;9;3;"01";"01283";2;0;1
4;1;2;1980;1;1;0;0;23;4;1;"92";"92024";2;1;0
3;1;1;1976;5;1;0;0;26;3;1;"73";"73121";1;1;0
4;80;2;1965;1;0;0;1;12;9;1;"75";"75113";2;1;0
4;1;2;1977;3;0;0;0;11;9;1;"75";"75113";2;1;0
4;1;2;1990;0;0;0;0;23;11;1;"64";"64129";2;0;0
4;1;1;1940;5;1;0;0;11;9;1;"94";"94068";2;0;0
4;1;1;2006;0;1;0;0;22;11;3;"54";"54578";2;1;0
3;1;1;1952;0;0;0;0;22;11;2;"11";"11262";2;0;0
3;80;2;2001;5;0;0;1;23;11;1;"75";"75113";2;0;0
4;1;1;1983;5;1;0;0;20;4;1;"88";"88087";2;1;0
4;1;2;1982;0;1;0;0;23;11;1;"92";"92026";2;1;0
3;1;1;1959;5;1;0;0;13;9;1;"11";"11040";1;1;0
4;1;1;1961;5;1;0;0;12;9;1;"29";"29135";2;1;0
4;1;1;1954;5;1;0;0;12;9;1;"72";"72344";1;1;0
3;80;1;1933;0;1;0;0;12;9;1;"17";"17353";2;1;0
4;1;1;1979;0;0;0;0;22;4;1;"34";"34108";2;0;0
4;1;1;2015;5;1;0;0;12;9;1;"30";"30348";2;0;0
4;1;2;2005;9;0;1;0;22;4;1;"75";"75106";2;0;0
4;80;1;1979;0;1;0;0;6;4;1;"75";"75106";2;1;0
3;1;1;1980;5;1;0;0;23;11;2;"34";"34327";1;1;0
4;1;2;1997;9;0;1;0;22;4;1;"75";"75111";2;1;0
4;1;1;2012;5;1;0;0;12;9;1;"42";"42046";2;1;0
4;80;1;2003;9;0;1;0;22;4;1;"75";"75103";2;0;0
4;80;2;1965;5;1;0;0;12;9;1;"85";"85226";1;0;0
4;1;1;1949;9;1;0;0;13;9;1;"50";"50025";2;0;0
4;1;1;1955;5;1;0;0;15;11;1;"60";"60139";2;0;0
4;1;1;1989;0;0;1;0;21;4;1;"93";"93045";2;0;0
4;1;1;1986;0;1;0;0;20;4;1;"92";"92026";2;1;0
4;1;1;1990;0;1;0;0;16;4;1;"92";"92026";2;1;0
4;1;1;1963;5;1;0;0;12;4;3;"973";"97309";2;0;0
4;1;2;2001;5;1;0;0;10;9;1;"81";"81004";2;0;0
4;1;1;1979;5;1;0;0;3;2;2;"31";"31555";2;1;0
4;80;1;1994;1;0;0;0;11;9;1;"77";"77143";1;0;0
3;1;2;1963;9;0;0;0;3;2;1;"75";"75118";2;0;0
4;80;1;1970;0;0;0;0;3;2;1;"75";"75115";2;0;0
4;1;2;1981;0;1;0;0;10;9;1;"56";"56098";2;1;0
4;1;1;1984;0;1;0;0;10;9;1;"56";"56121";2;1;0
4;1;1;1969;5;1;0;0;3;2;1;"75";"75110";2;0;0
4;1;2;1998;1;0;0;1;2;2;3;"92";"92050";2;0;0
4;1;1;1978;1;1;0;0;11;9;2;"37";"37208";2;1;1
4;1;2;2013;0;1;0;0;3;8;1;"91";"91377";2;1;0
4;1;2;1999;1;1;0;0;10;9;1;"29";"29019";2;1;0
4;1;1;1995;0;1;0;0;11;9;1;"28";"28134";2;0;0
4;1;1;1994;0;0;0;0;11;9;1;"25";"25056";2;0;0
4;1;2;1965;5;1;0;0;21;4;1;"77";"77441";2;1;0
4;80;1;1964;5;1;0;0;5;8;1;"83";"83062";2;0;0
3;1;1;1951;5;1;0;0;30;1;1;"81";"81073";1;1;0
4;1;1;1963;5;1;0;0;30;12;1;"49";"49007";2;0;0
3;1;1;1971;5;1;0;0;4;2;1;"15";"15144";1;1;0
3;1;1;2003;5;1;0;0;3;2;1;"64";"64051";1;1;0
4;1;2;1942;0;1;0;0;5;8;1;"67";"67482";2;1;0
4;1;2;1992;1;1;0;0;11;9;1;"75";"75119";2;0;0
3;1;1;1955;5;1;0;0;3;2;3;"67";"67152";2;0;0
4;1;1;2013;0;1;0;0;5;8;1;"60";"60057";2;0;0
4;1;1;1996;5;0;0;0;11;9;1;"75";"75115";2;0;0
4;1;1;1999;0;1;0;0;30;12;3;"92";"92040";2;1;0
4;80;1;2008;2;1;0;0;11;9;1;"75";"75113";2;0;0
4;1;2;2006;5;0;0;0;10;9;1;"75";"75112";2;0;0
4;1;1;1993;5;0;0;0;4;2;1;"85";"85097";1;1;0
4;1;1;1972;5;0;0;0;4;2;1;"85";"85097";1;1;0
4;1;1;1976;5;0;0;0;4;2;1;"85";"85097";1;1;0
4;1;1;1970;5;0;0;0;4;2;1;"85";"85097";1;1;0
4;80;1;1947;5;1;0;0;4;8;1;"49";"49099";2;0;0
4;1;2;1990;5;1;0;0;5;8;1;"49";"49007";2;0;0
4;80;1;2001;0;1;0;0;5;8;3;"38";"38185";2;1;0
4;1;2;1978;1;1;0;0;2;2;1;"69";"69382";2;0;0
4;1;1;1958;5;0;0;0;28;12;1;"11";"11170";2;1;0
4;1;2;1968;5;0;0;0;28;12;1;"11";"11170";2;1;0
4;80;2;2001;9;1;0;0;5;8;1;"13";"13005";2;1;0
3;1;1;2019;0;1;0;0;5;8;2;"10";"10387";2;0;0
4;1;1;1979;5;1;0;0;4;8;1;"05";"05023";2;1;0
4;80;1;1992;5;0;0;0;4;8;3;"75";"75101";2;0;0
4;1;2;1985;1;0;0;1;5;8;1;"94";"94033";2;1;0
4;1;1;1972;0;1;0;0;1;2;3;"72";"72181";2;0;0
4;1;2;1988;0;1;0;0;5;8;1;"93";"93057";2;1;0
4;1;2;1992;0;0;0;0;5;8;1;"92";"92024";2;0;0
4;1;1;1992;1;1;0;0;28;12;3;"75";"75109";2;1;0
3;1;1;1961;5;0;0;0;6;8;1;"51";"51212";1;1;0
4;1;1;2003;4;1;0;0;1;2;1;"51";"51454";2;0;0
2;80;1;1947;5;1;0;0;4;8;1;"67";"67199";1;1;0
3;1;1;2001;0;0;0;0;2;2;1;"38";"38185";2;0;0
4;1;1;1999;0;0;0;0;2;2;1;"38";"38185";2;1;0
3;1;1;1968;5;0;0;0;5;8;1;"76";"76336";1;0;0
2;80;1;1940;5;0;0;0;5;8;1;"25";"25357";1;0;0
3;1;1;1979;4;1;0;0;6;8;1;"70";"70398";1;1;1
3;80;2;1962;5;1;0;0;5;8;1;"64";"64326";1;1;0
4;1;1;2007;0;1;0;0;2;2;2;"13";"13075";2;0;0
2;80;1;2001;0;1;0;0;25;10;3;"74";"74012";2;0;0
3;1;2;2016;1;1;0;0;31;7;1;"971";"97118";1;1;0
4;1;1;2006;0;1;0;0;24;1;3;"10";"10362";2;0;0
4;1;1;1955;5;0;0;1;6;8;1;"04";"04019";2;0;0
4;1;1;1962;5;0;0;1;5;8;1;"09";"09157";1;1;0
3;1;2;1946;5;1;0;0;6;8;1;"50";"50616";1;1;0
3;1;1;1967;5;0;0;0;31;7;1;"29";"29046";2;1;0
3;1;2;2008;5;0;0;0;5;8;3;"22";"22162";2;0;0
3;1;1;2008;5;1;0;0;6;8;1;"59";"59659";2;1;0
3;1;1;2009;5;0;1;0;28;2;1;"14";"14475";1;1;0
3;1;2;1994;1;1;0;0;28;12;3;"35";"35115";2;0;0
4;1;2;2006;9;1;0;0;31;5;1;"974";"97407";2;0;0
4;1;2;2005;5;1;0;0;30;5;1;"973";"97302";2;1;0
4;1;1;1997;1;1;0;0;31;5;2;"69";"69387";2;0;0
4;1;1;2007;5;1;0;0;31;5;1;"64";"64445";2;0;0
4;1;1;1974;1;1;0;0;31;5;1;"56";"56098";2;1;0
4;1;2;1983;1;1;0;0;31;5;1;"35";"35238";2;1;0
3;1;2;1961;0;1;0;0;31;5;1;"31";"31555";2;0;0
4;1;1;2004;2;1;0;0;31;5;1;"94";"94080";2;0;0
4;80;2;1984;0;0;1;0;29;5;1;"92";"92063";2;1;0
3;1;1;2000;1;1;0;0;31;5;3;"974";"97415";2;1;1
3;1;1;2008;5;1;0;0;27;5;1;"91";"91390";2;1;0
3;1;2;1987;5;1;0;0;1;6;1;"973";"97309";2;0;0
4;1;1;1992;0;1;0;0;16;10;3;"74";"74010";2;0;0
4;1;1;1935;5;1;0;0;30;5;2;"974";"97407";2;0;0
4;1;1;1982;5;1;0;0;30;5;1;"69";"69389";2;0;0
3;1;1;1947;5;1;0;0;29;5;1;"81";"81144";1;1;0
4;1;1;2006;0;1;0;0;29;5;1;"80";"80021";2;0;0
3;1;1;2000;0;1;0;0;16;10;3;"63";"63113";2;1;0
4;1;1;1972;1;0;0;0;16;10;1;"63";"63075";2;1;0
4;1;1;2012;5;1;0;0;29;5;1;"69";"69264";2;0;0
3;1;1;1945;0;0;0;0;29;5;1;"69";"69271";1;1;0
4;1;1;1960;9;0;0;0;16;10;3;"45";"45234";1;0;0
4;80;1;1986;0;1;0;0;16;10;3;"34";"34172";2;0;0
4;1;1;1934;9;1;0;0;16;10;1;"25";"25204";1;0;0
4;1;2;1966;1;0;0;0;15;10;3;"75";"75106";2;0;0
4;1;1;2003;5;1;0;0;16;10;1;"75";"75119";2;0;0
4;1;1;2009;5;1;0;0;16;10;1;"75";"75114";2;0;0
4;1;1;1988;5;0;0;0;16;10;1;"75";"75110";2;0;0
4;1;1;1960;5;0;1;0;16;10;1;"75";"75110";2;0;0
4;1;1;1974;5;1;0;0;15;10;2;"94";"94068";2;0;0
4;1;1;1971;5;1;0;0;16;10;1;"92";"92026";2;1;0
4;80;1;1987;1;1;0;0;16;10;1;"92";"92007";2;0;0
4;1;1;1964;5;1;0;0;16;10;1;"80";"80213";2;1;0
4;1;1;2006;5;1;0;0;16;10;2;"65";"65344";1;1;0
3;1;1;1961;5;0;0;0;16;10;1;"03";"03168";1;1;0
4;1;1;2008;2;1;0;0;17;10;2;"22";"22162";2;1;0
4;1;1;2008;0;1;0;0;31;5;1;"93";"93066";2;0;0
4;80;1;1987;0;1;0;0;28;1;2;"93";"93008";2;1;0
4;1;1;1966;0;1;0;0;6;8;1;"91";"91691";2;1;0
4;1;2;1994;0;0;0;0;15;10;1;"69";"69383";2;1;0
3;1;2;1968;9;1;0;0;13;10;2;"971";"97101";1;1;0
4;1;1;1978;1;1;0;0;14;10;3;"69";"69259";2;1;1
3;1;1;1968;9;1;0;0;13;3;1;"68";"68066";2;1;0
4;80;1;2008;2;1;0;0;15;3;1;"64";"64132";2;1;0
3;1;1;1988;0;1;0;0;15;3;2;"63";"63113";2;1;0
4;1;1;1983;5;1;0;0;14;10;3;"56";"56121";2;1;0
4;1;1;2022;5;0;0;0;14;10;1;"56";"56121";2;1;0
4;1;1;1966;9;1;0;0;15;3;1;"38";"38185";2;0;0
4;80;2;1971;5;0;0;0;15;3;3;"75";"75117";2;1;0
4;1;1;1996;5;0;0;0;15;3;1;"75";"75115";2;0;0
4;80;1;1998;5;1;0;0;15;3;3;"75";"75101";2;0;0
4;1;1;1981;0;1;0;0;15;3;1;"94";"94074";2;0;0
4;1;1;2007;1;1;0;0;3;7;1;"39";"39198";2;0;0
4;1;2;2006;5;1;0;0;3;7;1;"37";"37261";2;0;0
4;1;1;1960;5;0;0;0;3;7;1;"37";"37214";2;1;0
4;80;2;1980;9;1;0;0;15;3;2;"93";"93053";2;1;0
3;80;1;2002;9;0;0;0;3;7;3;"35";"35238";2;0;0
3;1;1;1986;0;0;0;0;3;7;3;"35";"35238";2;0;0
4;1;2;1992;0;0;0;0;15;3;2;"92";"92051";2;1;0
4;80;1;2005;0;1;0;0;3;7;1;"33";"33550";2;0;0
4;1;2;2003;0;1;0;0;15;3;1;"92";"92050";2;0;0
4;1;1;1989;5;1;0;0;29;6;1;"29";"29232";2;1;0
3;1;1;1958;5;1;0;0;16;3;1;"34";"34276";1;1;0
3;1;1;1991;1;0;0;1;3;7;1;"75";"75109";2;0;0
4;1;1;2014;3;0;1;0;3;7;1;"93";"93051";2;0;0
4;1;1;2007;1;0;0;1;1;2;1;"33";"33199";2;0;0
4;1;2;1973;1;1;0;0;3;7;1;"92";"92024";2;1;0
4;1;2;1988;1;1;0;0;3;7;1;"92";"92023";2;1;0
3;1;2;1959;3;0;0;0;16;3;1;"47";"47157";2;0;0
4;1;1;1991;5;1;0;0;3;7;1;"51";"51282";2;1;0
4;1;1;2000;4;1;0;0;4;7;1;"06";"06150";2;1;0
4;1;1;2007;5;0;0;1;3;7;1;"14";"14229";2;0;0
3;1;1;1981;1;1;0;0;4;7;2;"52";"52212";1;0;0
3;80;1;1960;5;1;0;0;4;7;1;"13";"13065";1;1;0
4;1;2;1966;5;1;0;0;13;3;1;"84";"84087";2;0;0
4;1;1;1985;1;1;0;0;14;3;1;"69";"69266";2;1;0
4;1;1;1966;0;1;0;0;13;3;1;"64";"64024";2;1;0
4;1;1;1976;1;0;1;0;13;3;1;"64";"64140";2;0;0
3;1;1;1978;1;1;0;0;3;7;3;"94";"94004";1;1;1
4;1;1;1990;0;1;0;0;13;3;3;"54";"54395";2;0;0
4;1;2;1987;0;1;0;0;12;3;1;"49";"49007";2;0;0
4;1;1;1991;1;0;0;0;1;7;1;"69";"69387";2;0;0
4;1;1;1987;0;0;0;0;1;7;1;"69";"69387";2;0;0
4;1;1;1986;9;1;0;0;14;3;3;"33";"33063";2;1;0
4;1;1;1989;3;1;0;0;1;7;1;"84";"84031";2;0;0
4;1;1;2002;0;1;0;0;14;3;1;"25";"25056";2;1;0
4;1;1;1986;1;1;0;0;14;3;1;"25";"25056";2;0;0
4;1;1;2006;5;1;0;0;21;2;1;"22";"22360";1;1;0
2;80;1;1955;5;1;0;0;1;7;1;"57";"57631";2;1;0
4;1;2;1985;1;1;0;0;2;7;1;"51";"51573";2;0;0
4;1;2;1991;2;1;0;0;1;7;1;"49";"49007";2;0;0
2;1;1;1985;0;1;0;0;2;7;1;"33";"33318";2;0;0
4;1;1;1953;0;1;0;0;1;7;1;"13";"13103";2;0;0
4;1;1;2013;0;0;0;1;21;11;1;"973";"97302";2;0;0
4;80;1;1997;5;0;0;0;21;11;1;"87";"87085";2;0;0
4;1;1;1971;0;1;0;0;22;11;3;"84";"84007";2;0;0
4;1;1;2008;0;0;0;0;21;11;1;"64";"64445";2;0;0
4;1;1;1950;5;1;0;0;22;11;1;"56";"56098";2;1;0
4;1;1;1992;1;0;0;0;21;11;3;"50";"50129";2;1;0
4;1;1;1985;1;0;0;0;21;11;3;"50";"50129";2;1;0
4;80;1;1993;0;1;0;0;21;11;3;"49";"49007";2;0;0
3;1;1;1986;2;1;0;0;21;11;3;"49";"49007";2;0;0
4;1;1;1995;1;1;0;0;22;11;2;"35";"35238";2;0;0
4;1;1;1949;3;1;0;0;19;4;1;"65";"65286";2;0;0
4;80;2;1995;1;1;0;0;20;4;1;"59";"59350";2;1;0
2;80;1;1950;5;1;0;0;22;11;1;"07";"07186";2;1;1
4;80;1;1999;1;1;0;0;21;4;2;"75";"75119";2;0;0
4;1;1;1976;9;0;0;0;20;4;1;"75";"75117";2;0;0
4;1;1;1979;5;1;0;0;21;4;1;"75";"75113";2;1;0
4;1;1;2002;9;1;0;0;21;4;3;"75";"75111";2;0;0
4;1;1;1984;5;1;0;0;22;11;2;"75";"75111";2;0;0
4;80;2;1994;5;0;0;0;22;11;1;"75";"75108";2;0;0
4;1;1;1982;1;0;0;0;22;11;1;"75";"75102";2;0;0
4;1;1;1995;4;1;0;0;21;4;1;"92";"92026";2;0;0
4;1;1;2003;0;1;0;0;22;11;1;"94";"94028";2;0;0
4;1;1;1994;0;1;0;0;11;9;1;"94";"94041";2;0;0
4;1;1;1984;5;1;0;0;11;9;1;"93";"93027";2;0;0
3;1;1;1954;5;1;0;0;10;9;2;"51";"51326";1;1;0
3;1;1;1947;5;1;0;0;11;9;1;"51";"51140";1;1;0
2;1;1;1942;5;1;0;0;11;9;1;"11";"11005";1;0;0
3;1;1;1974;5;0;0;0;19;11;1;"29";"29212";1;1;0
3;80;2;1966;5;1;0;0;11;9;1;"50";"50580";1;1;0
3;1;1;1941;5;1;0;0;22;11;1;"11";"11322";1;1;0
3;1;1;1968;5;0;0;0;18;2;1;"74";"74104";1;1;0
4;1;1;1976;5;0;0;0;18;2;1;"74";"74104";1;1;0
3;1;1;1998;1;1;0;0;12;9;1;"45";"45297";2;0;0
2;1;1;1958;5;1;0;0;16;1;1;"74";"74165";1;1;0
3;1;1;1976;5;1;0;0;19;4;1;"974";"97411";2;1;0
4;1;1;2009;0;1;0;0;20;4;1;"973";"97302";2;0;0
3;1;1;1957;5;0;0;1;20;4;1;"83";"83062";1;1;0
4;1;1;1993;0;1;0;0;20;4;1;"77";"77132";2;1;0
4;80;2;2001;5;1;0;0;2;2;1;"75";"75110";2;0;0
4;1;2;1996;1;1;0;0;2;2;1;"94";"94081";2;1;0
4;80;2;1991;1;1;0;0;1;2;1;"94";"94068";2;1;0
4;1;1;1999;1;1;0;0;10;9;1;"77";"77058";2;0;0
3;1;1;1994;1;1;0;0;2;2;3;"92";"92073";2;1;0
4;1;1;2008;2;1;0;0;10;9;1;"73";"73087";2;1;0
4;1;1;1983;5;1;0;0;3;2;1;"73";"73073";2;1;0
4;1;1;1994;0;1;0;0;10;9;3;"64";"64483";1;0;0
2;1;1;1962;5;1;0;0;8;9;1;"59";"59032";2;1;0
4;1;1;1992;9;1;0;0;20;4;3;"75";"75111";2;0;0
4;1;2;1996;9;0;0;0;20;4;2;"75";"75111";2;0;0
3;1;1;1967;1;0;1;0;2;2;1;"59";"59278";1;0;0
4;80;1;1982;0;0;0;0;10;9;1;"51";"51454";2;0;0
4;1;1;1997;9;1;0;0;10;9;2;"44";"44190";2;0;0
4;1;1;1994;5;1;0;0;20;4;1;"92";"92046";2;1;0
4;1;2;1976;9;1;0;0;6;9;1;"38";"38169";2;0;0
4;1;1;1963;5;0;0;1;10;9;1;"33";"33063";2;0;0
4;1;1;2009;2;1;0;0;10;9;1;"29";"29232";2;0;0
3;80;1;1976;5;0;0;0;26;12;1;"67";"67482";2;0;0
4;1;1;1995;5;1;0;0;27;12;1;"59";"59378";2;0;0
4;1;2;1999;9;1;0;1;10;9;1;"75";"75106";2;0;0
4;1;1;2007;5;1;0;0;29;1;1;"974";"97411";2;0;0
4;1;2;1976;1;0;0;0;10;9;1;"75";"75114";2;0;0
4;1;1;1971;1;1;0;0;1;2;3;"69";"69389";2;1;0
4;80;1;1999;5;1;0;0;9;9;3;"75";"75110";2;0;0
4;1;1;1992;0;1;0;0;4;8;1;"59";"59368";2;1;0
4;1;2;1991;0;1;0;0;4;8;1;"59";"59368";2;1;0
4;1;2;1935;3;1;0;0;4;8;1;"33";"33529";2;0;0
4;1;1;1970;5;1;0;0;31;1;1;"87";"87085";2;0;0
4;1;1;1963;0;1;0;0;25;12;3;"33";"33063";2;0;0
4;1;1;1982;5;1;0;0;10;9;1;"93";"93048";2;1;1
3;1;1;1955;5;1;0;0;12;12;1;"12";"12176";2;1;0
4;80;2;1973;1;1;0;0;1;2;2;"64";"64445";2;1;0
4;1;1;2005;0;1;0;0;1;2;2;"64";"64125";2;0;0
2;80;1;1950;5;0;1;0;10;9;1;"11";"11203";2;0;0
3;1;1;1984;1;1;0;0;31;1;1;"44";"44184";2;0;1
4;1;1;1964;9;0;0;0;27;12;1;"92";"92051";2;0;0
3;1;1;1971;1;0;0;0;11;9;1;"05";"05140";1;1;0
4;1;1;1972;5;1;0;0;4;8;1;"65";"65362";1;1;0
4;80;2;1978;5;1;0;0;1;2;1;"35";"35238";2;1;0
4;1;1;1980;9;0;0;0;31;1;3;"34";"34108";2;1;1
4;80;1;2005;1;1;0;0;23;12;1;"69";"69248";1;0;0
4;1;2;1971;4;1;0;0;31;1;1;"26";"26198";2;0;0
4;1;2;2005;1;1;0;0;5;8;1;"15";"15196";2;0;0
4;1;1;1982;1;1;0;0;1;2;3;"25";"25462";2;0;0
3;1;2;1959;5;0;0;0;28;7;1;"45";"45067";1;0;0
3;1;2;1990;5;1;0;0;4;8;1;"10";"10238";2;1;0
3;1;1;1965;5;0;0;0;4;8;1;"53";"53245";1;1;0
3;1;1;1960;5;0;0;0;4;8;1;"53";"53245";1;1;0
4;1;1;1980;5;0;0;0;4;8;1;"53";"53245";1;1;0
4;1;1;2001;1;1;0;0;1;2;1;"15";"15014";2;0;0
4;1;1;1972;5;1;0;0;28;12;1;"988";"98805";1;0;0
3;1;2;1952;5;1;0;0;2;8;1;"34";"34344";2;0;0
4;1;1;1960;3;1;0;0;28;1;1;"10";"10387";2;0;0
4;1;1;1952;5;1;0;0;30;10;1;"66";"66176";2;1;0
3;80;1;1954;5;0;0;0;4;8;1;"29";"29124";1;0;0
4;1;2;1992;1;0;0;0;1;2;1;"75";"75120";2;0;0
3;1;1;1970;4;1;0;0;27;12;2;"01";"01211";2;0;0
4;1;2;1994;4;0;0;0;2;8;1;"92";"92036";1;0;0
4;1;1;1987;5;0;0;0;3;8;2;"973";"97302";2;0;0
4;1;1;2008;0;1;0;0;1;2;1;"93";"93046";2;0;0
3;1;1;1946;5;0;0;0;2;2;1;"71";"71139";1;1;0
4;80;1;1952;5;1;0;0;3;8;1;"54";"54547";2;0;0
